feature_left,feature_right,correlation,abs_correlation
vasopressor_on_at_alert,prior_subject_s_aureus_positive_90d,-0.007549512700546119,0.007549512700546119
vital_map_min_24h,prior_subject_s_aureus_positive_365d_flag,0.007547263947236167,0.007547263947236167
in_icu_at_alert,lab_creatinine_last_24h,0.007539152436692999,0.007539152436692999
in_icu_at_alert,vital_map_last_24h,0.007424064130205383,0.007424064130205383
vital_temperature_c_min_24h,prealert_blood_culture_draws_7d,-0.00738041316390419,0.00738041316390419
lab_lactate_max_24h,prior_subject_s_aureus_positive_90d,0.007340433615269408,0.007340433615269408
prior_positive_specimens_24h,prior_subject_cons_positive_365d_flag,-0.007333364773149742,0.007333364773149742
prior_positive_specimens_7d,lab_wbc_count_24h,-0.007291324321992237,0.007291324321992237
prior_positive_specimens_24h,prior_subject_s_aureus_positive_365d_flag,-0.0071728068321290535,0.0071728068321290535
lab_platelets_min_24h,prealert_blood_culture_draws_7d,-0.007124612142821811,0.007124612142821811
prior_positive_specimens_7d,prealert_blood_culture_draws_24h,-0.007101929419620131,0.007101929419620131
vital_map_min_24h,prior_subject_s_aureus_positive_365d,-0.007072682793935948,0.007072682793935948
index_hours_draw_to_alert,prior_subject_any_staph_positive_365d,0.0070397131354237455,0.0070397131354237455
lab_platelets_count_24h,prior_subject_s_aureus_positive_365d,0.006968055211139799,0.006968055211139799
lab_lactate_count_24h,prior_subject_s_aureus_positive_90d,-0.006926045993368439,0.006926045993368439
vasopressor_event_count_24h,vital_heart_rate_min_24h,0.006914908979637213,0.006914908979637213
mechanical_ventilation_24h,prealert_additional_draws_24h,0.006758970857758891,0.006758970857758891
vasopressor_active_24h,prealert_blood_culture_draws_6h,-0.0065560251643127935,0.0065560251643127935
prior_subject_cons_positive_365d,prior_subject_s_aureus_positive_365d_flag,0.006484029904004447,0.006484029904004447
vital_temperature_c_count_24h,vital_spo2_min_24h,0.006391402909746514,0.006391402909746514
mechanical_ventilation_24h,lab_creatinine_last_24h,-0.00624247556963241,0.00624247556963241
lab_wbc_last_24h,prior_subject_cons_positive_365d,-0.006045624285623367,0.006045624285623367
lab_wbc_max_24h,prior_subject_s_aureus_positive_90d,-0.005873001597892479,0.005873001597892479
prealert_blood_culture_draws_7d,prior_subject_cons_positive_90d,0.00585101374009614,0.00585101374009614
vital_spo2_min_24h,prior_subject_s_aureus_positive_365d_flag,-0.005833670099935656,0.005833670099935656
prior_positive_specimens_24h,lab_wbc_count_24h,0.0057964391828928645,0.0057964391828928645
lab_platelets_last_24h,prealert_blood_culture_draws_7d,-0.005756986013017477,0.005756986013017477
vital_resp_rate_max_24h,prior_subject_any_staph_positive_365d,-0.0057382689576694085,0.0057382689576694085
mechanical_ventilation_24h,lab_platelets_last_24h,-0.00573685889734428,0.00573685889734428
lab_wbc_min_24h,vital_heart_rate_last_24h,-0.005686171510552198,0.005686171510552198
prealert_blood_culture_draws_7d,prior_subject_cons_positive_365d,0.005620457601669758,0.005620457601669758
lab_platelets_last_24h,vital_map_count_24h,-0.005617632668221785,0.005617632668221785
vital_heart_rate_count_24h,vital_resp_rate_last_24h,0.0052676378288071925,0.0052676378288071925
vital_map_last_24h,index_hours_draw_to_alert,-0.005215513936114475,0.005215513936114475
prior_positive_specimens_24h,prior_subject_cons_positive_90d,-0.005137411993329315,0.005137411993329315
lab_wbc_min_24h,prior_subject_any_staph_positive_365d,-0.005059957610444391,0.005059957610444391
prior_positive_specimens_7d,vital_map_last_24h,-0.005003949928646156,0.005003949928646156
prior_positive_specimens_7d,vital_spo2_min_24h,-0.004814747723389614,0.004814747723389614
lab_wbc_max_24h,prior_subject_s_aureus_positive_365d_flag,0.004743031745418363,0.004743031745418363
vital_map_min_24h,prior_subject_cons_positive_365d,0.004434365788469559,0.004434365788469559
prior_positive_specimens_24h,lab_creatinine_count_24h,0.0044303320441998004,0.0044303320441998004
vital_temperature_c_last_24h,prealert_blood_culture_draws_7d,-0.004409630512147572,0.004409630512147572
lab_lactate_max_24h,vital_resp_rate_last_24h,-0.004353949698710332,0.004353949698710332
vital_map_count_24h,vital_spo2_min_24h,-0.004314125049534193,0.004314125049534193
lab_wbc_min_24h,prior_subject_s_aureus_positive_365d,-0.004113605167051543,0.004113605167051543
lab_lactate_count_24h,prior_subject_s_aureus_positive_365d_flag,0.004081798293857237,0.004081798293857237
prealert_additional_draws_24h,prior_subject_cons_positive_90d,0.004030114796765831,0.004030114796765831
anchor_age,lab_wbc_count_24h,-0.004023369076201752,0.004023369076201752
prealert_blood_culture_draws_24h,prior_subject_cons_positive_365d,-0.003942177408872658,0.003942177408872658
prior_positive_specimens_24h,index_hours_draw_to_alert,0.003895203691770643,0.003895203691770643
prealert_blood_culture_draws_6h,prior_subject_cons_positive_365d,0.003872599905635946,0.003872599905635946
mechanical_ventilation_chart_events_24h,lab_creatinine_last_24h,0.0038235558696004704,0.0038235558696004704
anchor_age,vital_map_count_24h,-0.0036423613800060676,0.0036423613800060676
prior_positive_specimens_24h,vital_spo2_min_24h,-0.0035803292811700718,0.0035803292811700718
vital_resp_rate_last_24h,prior_subject_s_aureus_positive_365d_flag,-0.0033646207150959087,0.0033646207150959087
anchor_age,lab_lactate_count_24h,0.003267955503744894,0.003267955503744894
lab_wbc_min_24h,prior_subject_cons_positive_365d,-0.0032427081584651954,0.0032427081584651954
lab_lactate_count_24h,vital_spo2_last_24h,-0.0032405910685112736,0.0032405910685112736
mechanical_ventilation_24h,prior_positive_specimens_24h,-0.0030711195324528598,0.0030711195324528598
anchor_age,in_icu_at_alert,-0.0030153695796368203,0.0030153695796368203
mechanical_ventilation_chart_events_24h,prior_positive_specimens_24h,-0.0029871861491895407,0.0029871861491895407
prior_positive_specimens_7d,lab_platelets_count_24h,-0.0027898195795101025,0.0027898195795101025
prior_subject_cons_positive_90d,prior_subject_s_aureus_positive_365d_flag,0.0027545710740080197,0.0027545710740080197
anchor_age,prior_positive_specimens_24h,0.0026836424763412676,0.0026836424763412676
prior_positive_specimens_7d,vital_temperature_c_last_24h,-0.002581621441552363,0.002581621441552363
lab_lactate_last_24h,prior_subject_s_aureus_positive_90d,-0.0023417388024606855,0.0023417388024606855
lab_platelets_last_24h,prior_subject_any_staph_positive_365d,0.002328494371328282,0.002328494371328282
lab_platelets_min_24h,prior_subject_any_staph_positive_365d,0.002315017942794741,0.002315017942794741
lab_wbc_last_24h,vital_map_count_24h,-0.002243279392304252,0.002243279392304252
prior_positive_specimens_7d,prealert_additional_draws_24h,-0.002145983080902696,0.002145983080902696
lab_platelets_count_24h,vital_resp_rate_max_24h,0.0021369009730556276,0.0021369009730556276
lab_wbc_last_24h,prior_subject_cons_positive_365d_flag,-0.002032128942240388,0.002032128942240388
vital_resp_rate_last_24h,prealert_blood_culture_draws_6h,0.002029919787652889,0.002029919787652889
prior_positive_specimens_24h,vital_heart_rate_max_24h,-0.0019639685387293007,0.0019639685387293007
lab_wbc_max_24h,prior_subject_any_staph_positive_365d_flag,-0.0019094049241453871,0.0019094049241453871
prior_positive_specimens_24h,vital_spo2_last_24h,0.0018451024814336468,0.0018451024814336468
lab_platelets_count_24h,prior_subject_any_staph_positive_365d_flag,-0.0015610059049966124,0.0015610059049966124
mechanical_ventilation_chart_events_24h,lab_lactate_max_24h,-0.001496814301386999,0.001496814301386999
lab_creatinine_count_24h,prior_subject_s_aureus_positive_90d,0.0013335156200143781,0.0013335156200143781
lab_platelets_min_24h,prior_subject_any_staph_positive_365d_flag,-0.0013266053788925792,0.0013266053788925792
anchor_age,lab_lactate_last_24h,0.0013255537017622025,0.0013255537017622025
lab_platelets_count_24h,vital_resp_rate_last_24h,0.0012505940691230697,0.0012505940691230697
vital_map_min_24h,prealert_blood_culture_draws_24h,-0.0011697748340649746,0.0011697748340649746
lab_wbc_min_24h,vital_map_count_24h,-0.0011401737449799466,0.0011401737449799466
vasopressor_active_24h,vital_heart_rate_max_24h,0.0009505392715033381,0.0009505392715033381
lab_wbc_min_24h,prior_subject_cons_positive_365d_flag,0.000937098231600949,0.000937098231600949
lab_wbc_max_24h,prior_subject_cons_positive_90d,0.000705062070380359,0.000705062070380359
lab_lactate_max_24h,prior_subject_cons_positive_90d,-0.0006882873697164036,0.0006882873697164036
index_hours_draw_to_alert,prior_subject_any_staph_positive_365d_flag,-0.0005835005515288889,0.0005835005515288889
lab_lactate_max_24h,prior_subject_cons_positive_365d,-0.00043957463477556965,0.00043957463477556965
prior_positive_specimens_24h,vital_map_last_24h,0.00043462362906735916,0.00043462362906735916
vasopressor_active_24h,vital_resp_rate_last_24h,-0.000327092617511503,0.000327092617511503
lab_platelets_last_24h,prior_subject_any_staph_positive_365d_flag,0.00023325521499070352,0.00023325521499070352
prealert_blood_culture_draws_24h,prior_subject_cons_positive_90d,-0.0002058353450890207,0.0002058353450890207
anchor_age,lab_creatinine_count_24h,0.00019188578178246977,0.00019188578178246977
vital_spo2_last_24h,prior_subject_s_aureus_positive_90d,-0.00012051353359883286,0.00012051353359883286
lab_creatinine_count_24h,prior_subject_s_aureus_positive_365d,0.00010968278854079571,0.00010968278854079571
mechanical_ventilation_24h,lab_creatinine_max_24h,0.00010398604003538629,0.00010398604003538629
vasopressor_event_count_24h,prior_subject_s_aureus_positive_365d,-8.45881695225946e-05,8.45881695225946e-05
vital_resp_rate_max_24h,vital_map_min_24h,-1.6614759686043467e-05,1.6614759686043467e-05
